Question,Updated_question,Answer,Context,Similarity,Keyword
What level of resistance against norfloxacin did S. aureus develop?,What level of resistance against norfloxacin did the bacteria cultured to the exponential period and diluted with MH medium to a concentration of 2×10^7 CFU/mL develop?,824-fold resistance,"['S. aureus and E. coli developed resistance toward antibiotics quickly, displaying 824-fold resistance against norfloxacin for S. aureus and 64-fold resistance against ampicillin for E. coli.', 'The components of the final degradation products were determined by ESI-MS.Scanning electron microscopy (SEM) imaging: S. aureus, E. coli and V. anguillarum cultured to the exponential period were diluted with MH medium to a concentration of 2×10 7 CFU/mL. Then the bacteria suspension was mixed with an equal volume of K18S4 solution, and the final polymer concentration was 5×MIC.', 'Moreover, cross-resistance was observed on the norfloxacin-treated 264th generation S. aureus against gentamycin and thiamphenicol, and on the ampicillin-treated 504th generation E. coli against penicillin and kanamycin (Fig 3e), which reflects the serious problem of cross-resistance among antibiotics used in aquaculture.']",0.32,s. aureus
What level of resistance against norfloxacin did S. aureus develop?,What level of resistance against norfloxacin did a bacterium cultured to the exponential period and diluted with MH medium to a concentration of 2×10^7 CFU/mL develop?,824-fold resistance,"['S. aureus and E. coli developed resistance toward antibiotics quickly, displaying 824-fold resistance against norfloxacin for S. aureus and 64-fold resistance against ampicillin for E. coli.', 'The components of the final degradation products were determined by ESI-MS.Scanning electron microscopy (SEM) imaging: S. aureus, E. coli and V. anguillarum cultured to the exponential period were diluted with MH medium to a concentration of 2×10 7 CFU/mL. Then the bacteria suspension was mixed with an equal volume of K18S4 solution, and the final polymer concentration was 5×MIC.', 'Time-lapse fluorescent confocal imaging: S. aureus, E. coli and V. anguillarum cultured to the exponential period were diluted with MH medium to a concentration of 2×10 7 CFU/mL. Then 10 μL of this suspension was dropped on the dish with glass bottom.']",0.32,s. aureus
What is the most obvious difference between the four spectra?,What is the most obvious difference between the four sets of data acquired from individual living cells on functionalized PA gels attached to custom substrates?,The lower intensity of the broad peak at 850 cm -1 in the spectra of the cell on the soft PA gel attached to the custom substrate,"['The most obvious difference between the four spectra is the lower intensity of the broad peak at 850 cm -1 in the spectra of the cell on the soft PA gel attached to the custom substrate.', 'We also showed that the spectra acquired from individual living cells on functionalized PA gels attached to our custom substrates were of sufficient quality to enable accurate identification of cell phenotypes using PLS-DA models of the cell spectra.', 'Instead, we attribute the low intensity of the broad peak at 850 cm -1 in the spectra acquired from the soft PA gel on the custom substrate to a low degree of polymerization within this gel.']",0.32,spectrum
Why is amyloid fibril growth characterized by nucleated growth?,Why is the growth of fibrils with a characteristic cross-β structure and involved in aggregation dynamics characterized by nucleated growth?,"Amyloid fibril growth is characterized by nucleated growth because normally soluble proteins undergo nucleated growth to eventually form insoluble and degradation-resistant aggregates. This process starts with an initial lag phase, followed by primary nucleation, accelerated by secondary nucleation events, and further contributed by fibril breakage.","['Amyloid fibril growth is characterized by normally soluble proteins undergoing nucleated growth to eventually form insoluble and degradation-resistant aggregates. ', 'More precisely, after an initial lag phase, amyloid fibril growth is first initiated from primary nucleation sites, proliferation is then accelerated by secondary nucleation events, and fibril breakage is also believed to further contribute to the total fibril content in a system of aggregating proteins.', 'While physiological function can vary, amyloids share a characteristic cross-β structure .', 'By sacrificing atomic-level details, these models can capture the essential interactions and dynamics that drive amyloid aggregation.']",0.318181818,amyloid
What have been identified as effective ligands in cationic gold(I) complexes for the hydroamination of acetylenes?,"What have been identified as effective ligands in cationic gold(I) complexes for the reaction that is effective even at low catalyst loadings and efficient at 60°C in MeCN with a catalyst loading of 1 mol%, yielding moderate to excellent results for bulky anilines and different phenyl acetylene derivatives?",Terphenyl(bisamino)phosphines,"['Terphenyl(bisamino)phosphines have been identified as effective ligands in cationic gold(I) complexes for the hydroamination of acetylenes.', 'Effective hydroamination was noted even at low catalyst loadings and a series of cationic gold(I) complexes has been structurally characterized clearly indicating stabilizing effects through gold-arene interactions.', 'Screening of the catalytic reaction conditions showed efficient hydroamination to take place at 60°C in MeCN with a catalyst loading of 4 of 1 mol% and moderate to excellent yields were achieved for bulky anilines such as Dip-NH2 and different phenyl acetylene derivatives.']",0.318181818,hydroamination
Why is preparative SFC considered superior to preparative HPLC?,Why is preparative chromatography that uses a technique essential for impurity profiling and beneficial for advancing OLED technology considered superior to preparative HPLC?,"Preparative SFC is considered superior to preparative HPLC because it has a much lower percentage of organic solvent in the collected fractions, which results in faster dry-down times, making the overall process quicker and more economical.","['Preparative SFC is superior to preparative HPLC because the percentage of organic solvent in the collected fractions is much lower than those of preparative LC, which results in a faster dry-down time, making the overall process much quicker and more economical.', 'We believe this study would illustrate the use of SFC in the analysis and purification of various OLED compounds, which would advance the OLED technology further and encourage OLED manufacturers to mull over this excellent technique to study and purify OLED compounds.of acrylamide and bisacrylamide monomers, denaturation and hydrolysis, and finally expansion, followed by visualization by traditional or Airyscan confocal microscopy (Figure ).', 'The analytical SFC separation method presented here is a means to analyze OLED compounds, which is essential for impurity profiling.']",0.318181818,SFC
What was observed upon adsorption at 111 K?,What was observed upon adsorption at the temperature used to assess porosity and surface area of the materials?,NGA behavior,"['The adsorption properties of DUT-140(Cu) were investigated and NGA behavior was observed upon adsorption of methane at 111 K.', 'Porosity and Surface AreaThe porosity and surface area of the materials were assessed by calculations derived from N2 and Ar adsorption-desorption isotherms at 77.4 and 87.3 K, respectively, using a 3Flex equipment (Micromeritics).', 'After complete desorption of methane at 111 K, DUT-140 stays in the cp phase.']",0.315789474,K
"Which modified Au electrode, N3C16SH-C12SH or N3C16SH-C16SH, has a higher rate constant k0?","Which modified Au electrode, a substance used in SAM-modified Au electrodes for cyclic voltammetry in pH 7 phosphate buffer with an α value of 0.49 calculated from the Ep vs. ln(ν) plot or N3C16SH-C16SH, has a higher rate constant k0?",The N3C16SH-C12SH modified Au electrode has a higher rate constant k0 compared to the N3C16SH-C16SH modified Au electrode.,"['The value of k0 estimated to be 17.62 s-1 and 2.30 s-1, for N3C16SH-C12SH and N3C16SH-C16SH modified Au electrodes, respectively.', 'The scan rate dependent cyclic voltammograms of EtnFc bound to N3C16SH-C12SH and N3C16SH-C16SH SAM-modified Au electrodes are done in pH 7 phosphate buffer (Fig.S9).', 'Using the slope of the Ep vs. ln (\uf06e) plot, the value of \uf061 has been calculated as 0.49 and 0.50 for N3C16SH-C12SH and N3C16SH-C16SH modified Au electrodes (Fig.3A and C), respectively.']",0.315789474,N3C16SH-C12SH
Why do non-equilibrium growth methods enable higher Gd incorporation into AlN?,"Why do non-equilibrium growth methods enable higher Gd incorporation into a substance that is investigated as an alloy with other transition metal cations such as Cr, Zr, Hf, Y, Ta, and Ni?","Non-equilibrium growth methods enable higher Gd incorporation into AlN because they can access higher effective temperatures, which are necessary for achieving higher concentrations of Gd in the alloy.","['Higher (effective) temperatures that can be accessed with non-equilibrium growth methods will enable higher Gd incorporation.', 'Other transition metal cations such as Cr, Zr, Hf, Y, Ta, and Ni have also been investigated as alloys with AlN, and their properties have been studied.', 'Previous computational studies have predicted x c for other AlN alloys with group-3 binary nitrides, shown in Table .']",0.3125,aln
How does the kapp value upon deuteration for N3C16SH-C12SH SAM compare to that of N3C16SH-C16SH SAM?,How does the kapp value upon deuteration for N3C16SH-C12SH SAM compare to that of a substance that exhibits an inverse kinetic isotope effect and shows a linear relationship between the difference in cathodic and anodic peak potential (ΔEp) and the logarithm of scan rate (log(ν)) when used to modify Au electrodes?,The kapp value upon deuteration decreases for N3C16SH-C12SH SAM but increases for N3C16SH-C16SH SAM.,"['A kapp value of 53.5 s -1 for N3C16SH-C12SH SAM decreases to 32 s -1 upon deuteration. ', 'In the case of N3C16SH-C16SH SAM, a kapp value of 7.5 s -1 is determined from the slope but surprisingly upon deuteration the apparent ET rate, kapp increases to 19.5 s -1.', 'Observation of normal KIE in N3C11SH-C8SH and inverse KIE in N3C16SH-C16SH necessarily entails the geometry of the interface to bethe best method for any specific application, which is manifested in only a few research groups taking advantage of any MQCD methodology, typically only the developers themselves.', 'The difference in cathodic and anodic peak potential (\uf044Ep) for the N3C16SH-C12SH and N3C16SH-C16SH modified Au electrodes, against log (\uf06e) is linear.']",0.311111111,N3C16SH-C16SH
What happens when the concentration of TIPS-Tn reaches 2.1 mM?,What happens when the concentration of a substance that has an emissive excimer state and shows no obvious emission features corresponding to excimer emission in the basis spectrum reaches 2.1 mM?,"Because such excitation allows the complex to experience a cascade of processes involving different electronic states, which are connected through the motion of the molecules' nuclei.","['For TIPS-Tn, SF begins to produce the same amount of triplet excitons as the upper limit of ISC at a concentration of 2.1 mM.', 'Additionally, the excimer state is emissive, but there is an absence of any obvious emission features in the basis spectrum that correspond to the excimer emission characterized by Dover et al.. Instead, we attribute the discrepancy between the Dover model and the TA data in this study to the concentrations of TIPS-Tn used.', 'The yield of triplet excitons at 8 ns was calculated as c T 1 (8 ns)/c S 1 (0 ns) and is between 19 and 27%.For 8 mM TIPS-Tn, the deconvolution fits reproduce the TA data well at all wavelengths and times (Figs. S23 and S24 of the supplementary material).']",0.310344828,tips-tn
What is the optical gap for the lowest energy transition for azupyrene?,What is the optical gap for the lowest energy transition for a small prototypical building block for nonalternant nanographenes with a DFT-calculated electronic band gap that increases from 2.96 eV to 3.62 eV?,2.54 eV,"['The optical gap for the lowest energy transition is 2.54 eV for azupyrene and 3.63 eV for pyrene, yielding an even larger difference of 1.09 eV.', 'In on-surface synthesis, both pyrene and azupyrene are small prototypical building blocks for alternant and nonalternant nanographenes.', 'Accordingly, the DFT-calculated electronic band gap of azupyrene increases from 2.96 eV to 3.62 eV. With this value the difference between the DFT-based ""frozen orbital"" electronic band gap and the (experimental) optical band gap is 1.08 eV (= 3.62 eV -2.54 eV) for azupyrene, while the same difference is only 0.20 eV (= 3.83 eV -3.63 eV) for pyrene.']",0.310344828,azupyrene
Why are Network Hamiltonian models effective in simulating amyloid fibril formation?,Why are Network Hamiltonian models effective in simulating the formation of fibrils that share a characteristic cross-β structure and are associated with neurodegenerative diseases?,Network Hamiltonian models are effective in simulating amyloid fibril formation because they are computationally efficient and capable of capturing essential interactions and dynamics by sacrificing atomic-level details. This approach allows them to reproduce multiple known experimental observables and provides insights into the complex interactions between proteins that lead to amyloid fibril formation.,"['Network Hamiltonian models are a type of highly computationally efficient coarsegrained (CG) molecular simulation, which are capable of reproducing multiple known experimental observables (e.g. topological structures measured via NMR and fibril formation kinetics data from dye-binding fluorescence assays ), and can provide insight into the complex interactions between proteins that lead to the formation of amyloid fibrils. ', 'By sacrificing atomic-level details, these models can capture the essential interactions and dynamics that drive amyloid aggregation.', 'While physiological function can vary, amyloids share a characteristic cross-β structure .', 'The known association between amyloids and neurodegenerative diseases has motivated substantial research efforts towards potential treatments.']",0.307692308,amyloid
Why does the addition of I2 lead to fluorescence quenching in JUC-557-nanosheet?,Why does the addition of I2 lead to fluorescence quenching in a material with a specific surface area that decreased from 1115 m²/g to 43 m²/g and exhibits resonance energy transfer when its excitation band overlaps with the absorption band of I2 in water?,"The addition of I2 leads to fluorescence quenching in JUC-557-nanosheet due to the formation of a nonemissive complex and the overlap of the absorption band of I2 with the excitation band of JUC-557-nanosheet, which results in resonance energy transfer.","['The obvious change of UV-vis absorption band of JUC-557-nanosheet caused by the addition of I2 was observed, indicating the formation of a nonemissive complex. ', 'Meanwhile, the absorption band of I2 in water was obviously overlapped with the excitation band of JUC-557-nanosheet, leading to a fluorescence quenching from resonance energy transfer of nanosheet with I2.', 'Nevertheless, the specific surface area of JUC-557-nanosheet remarkably decreased from 1115 m 2 /g to 43 m 2 /g in comparison with its parent material (Supplementary Figs. and).', 'Meanwhile, the absorption band of I 2 in water was obviously overlapped with the excitation band of JUC-557-nanosheet, leading to a fluorescence quenching from resonance energy transfer of nanosheet with I 2 (Supplementary Fig. ).']",0.305555556,juc-557-nanosheet
What is the step before the investigation of the adsorption properties of DUT-140(Cu) in the synthesis and investigation process?,"What is the step before the investigation of the adsorption properties of a substance that shows a strong absorption in the range of 15,000 cm-1 to 27,500 cm-1 and whose crystal structure was determined by synchrotron single crystal X-ray diffraction at MX BL14.3 beamline of the Bessy II light source in the synthesis and investigation process?",The synthesis of the fluorenone based ligand and its incorporation into DUT-140(Cu),"[""To examine the possibility of NGA by using the 9,9'-(9-oxo-9H-fluorene-2,7-diyl)-bis(9Hcarbazole-3,6-dicarboxylic acid, H4FBCDC) as linker a computational study on the mechanical properties of the ligand was conducted and compared with the H4BBCDC ligand. "", 'Subsequently, the fluorenone based ligand was synthesized and incorporated into DUT-140(Cu), a MOF isoreticular to DUT-49. ', 'The adsorption properties of DUT-140(Cu) were investigated and NGA behavior was observed upon adsorption of methane at 111 K. ', 'To enable the fluorescence detection and to avoid paramagnetic fluorescence quenching, DUT-140(Zn) was synthesized by post synthetic metal exchange. ', 'The influence of the mechanical stress and linker deformation on fluorescence properties was further investigated in desolvation experiments.', 'DUT-140(Cu) shows a strong absorption in the range of 15,000 cm -1 to 27,500 cm -1 .', 'The crystal structure of the DUT-140(Cu) was determined by means of synchrotron single crystal X-ray diffraction at MX BL14.3 beamline of the Bessy II light source.']",0.302325581,dut-140(cu
"What were the estimated quantum yields of PCP⎼NAP, PCP⎼ANTH, and PCP-TPE respectively?","What were the estimated quantum yields of the substance with a single crystal structure determined using X-Ray Crystallography and simulated electron affinity and ionization potential⎼NAP, the same substance⎼ANTH, and the same substance-TPE respectively?","0.21 for PCP⎼NAP, 0.50 for PCP⎼ANTH, and 0.31 for PCP-TPE","['The quantum yield of PCP⎼NAP, PCP⎼ANTH and PCP-TPE were calculated and estimated as 0.21, 0.50 and 0.31 respectively.', 'These values can be compared to the optical band gaps of 2.54 eV for azupyrene and 3.63 eV for pyrene, as determined by UV/Vis,X-Ray Crystallography:The single crystal of PCP⎼ANTH (4) and PCP⎼', 'To simulate the electron affinity and ionization potential, we utilized density functional theory to calculate the Highest Occupied Molecular Orbital (HOMO) and Lowest Unoccupied Molecular Orbital (LUMO) of PCP⎼']",0.3,PCP
What is detected with a value of 0.25 in the case of N3C16SH/D-C16SH/D mixed SAM?,What is detected with a value of 0.25 in the case of a substance that shows a KIE value of 0.38 for through bond tunneling and exhibits much larger ΔEp at slow scan rates when modified on Au electrodes?,An inverse kinetic isotope effect (KIE),"['Interestingly in the case of N3C16SH/D-C16SH/D mixed SAM an inverse KIE is detected with a value of 0.25.', 'The KIE on ET shows a maximum value of ~2 for the N3C11SH/D-C8SH/D SAM modified Au electrode (through space tunneling) which decreases to 0.38 for N3C16SH/D-C16SH/D SAM modified Au electrode (through bond tunneling) with an in between value of KIE of 1.67 for the N3C16SH/D-C12SH/D SAM modified Au electrode (a mixture of through space and through bond tunneling).', ""Alternatively, EtnFc bound N3C16SH/D-C12SD and N3C16SH/D-C16SH/D modified Au electrodes show much larger \uf044Ep at slow scan rates and are amenable to Laviron's treatment.""]",0.297297297,N3C16SH/D-C16SH/D
"Which has a higher photon energy, azupyrene or pyrene?","Which has a higher photon energy, a substance that exhibits differences in electronic structure reflected in absorption and fluorescence behavior, has a lower electron-hole binding energy, and a lower barrier to electron-hole separation, or pyrene?",Pyrene has a higher photon energy than azupyrene.,"['In the UV/Vis spectrum, an absorption peak for azupyrene is at a photon energy of 2.6 eV, in the blue part of the visible range. ', 'Pyrene has its lowest energy peak at a much higher photon energy of 3.7 eV, well outside the visible range.', 'Those differences in electronic structure are reflected in the absorption and fluorescence behavior, a lower electron-hole binding energy, and a lower barrier to electron-hole separation for azupyrene.', 'The conjugation in pyrene can be described as doubly ethenediyl bridged biphenyl with two Clar sextets, whereas the conjugation in azupyrene is best described as a [14]annulene with an isolated, \uf070-bonded C2 unit in the center.']",0.296296296,azupyrene
How does the HOMA value of pyrene compare to that of azupyrene?,How does the HOMA value of pyrene compare to that of a substance with a first electron removal energy at a binding energy of 2.10 eV and a symmetry forbidden lowest energy excitation transition from the highest occupied to the lowest unoccupied molecular orbital?,"The text does not specify the exact HOMA values or their comparison for pyrene and azupyrene, but it implies that the topological differences between these molecules affect their π-electron systems, which would be reflected in their HOMA values.","['In the following, we will rationalize the effects of the topological difference between pyrene and azupyrene on the π-electron system using the harmonic oscillator model of aromaticity (HOMA).', 'The results of these calculations are shown in Figure of the supporting information (SI).Experimentally, the first electron removal energy, which we can associate with the highest occupied state of azupyrene, is situated at a binding energy of 2.10 eV, which is by 0.35 eV higher in energy for pyrene (2.45 eV).', 'It should be noted that while the lowest energy excitation corresponds to the transition from the highest occupied to the lowest unoccupied molecular orbital (HOMO→LUMO) in pyrene, this transition is symmetry forbidden for azupyrene and the peak in the visible range has to be attributed to the transition into a higher lying unoccupied orbital (HOMO→LUMO+1).']",0.294117647,azupyrene
"Which shows higher resistance to adsorption stress, DUT-49 or DUT-140(Cu)?","Which shows higher resistance to adsorption stress, DUT-49 or a substance that crystallizes in cubic space group Fm 3 m with lattice parameter a = 46.14 Å and is isostructural to DUT-49?",DUT-140(Cu) shows higher resistance to adsorption stress compared to DUT-49.,"['DUT-49 during adsorption of nitrogen at 77 K. ', 'However, since DUT-140(Cu) shows higher resistance to the adsorption stress, the particle size dependency could be transferred to the adsorption of methane at 111 K.', 'DUT-140(Cu) crystallizes in cubic space group Fm 3 m (No 225) with lattice parameter a = 46.14 Å and is isostructural to DUT-49.', 'UV/Vis investigations of DUT-140(Cu) showed a distinct change in the absorption spectrum which could be attributed to an excitation from the carbazole moiety to the fluorenone part by DFT calculations.']",0.290322581,dut-140(cu
"Which is greater in the ETS structure, the distance d3 or the distance dOn-C1'?","Which is greater in the transition state with 4 H5/1 S5 character, involved in the transformation of the substrate from the E5 region to the final product with a 1 S5 conformation, the distance d3 or the distance dOn-C1'?", The average distance decreases from 990 km to 510 km in the centralized scenario,"[""Indeed, in the ETS structure, the release of the leaving group (+1 sugar) has started (d3 = 2.15 Å) before the glycosil-Asp196 bond has been formed (dOn-C1' = 2.37 Å)."", '(Fig. <refIn Figure , we show the structures of ER, ETS and EP obtained via NEB.', 'The substrate, which mainly populates the E5 region, via a ETS of 4 H5/ 1 S5 character, ends up in the final product with a 1 S5 conformation (E5 \uf0ae 4 H5/ 1 S5 \uf0ae 1 S5).']",0.290322581,ETS
What is the accessible apparent surface area of DUT-140(Cu)?,"What is the accessible apparent surface area of a MOF isoreticular to DUT-49, synthesized with a fluorenone-based ligand, and exhibiting strong absorption in the range of 15,000 cm-1 to 27,500 cm-1?",4870 square meters per gram,"['DUT-140(Cu) can be desolvated and is highly porous with an accessible apparent surface area of 4870 m2 g-1 and a pore volume of 2.59 cm3 g-1.', 'Subsequently, the fluorenone based ligand was synthesized and incorporated into DUT-140(Cu), a MOF isoreticular to DUT-49.', 'DUT-140(Cu) shows a strong absorption in the range of 15,000 cm -1 to 27,500 cm -1 .']",0.285714286,dut-140(cu
"Which shows higher resistance to adsorption stress, DUT-49 or DUT-140(Cu)?","Which shows higher resistance to adsorption stress, DUT-49 or the substance that crystallizes in cubic space group Fm 3 m with lattice parameter a = 46.14 Å and is isostructural to DUT-49?",DUT-140(Cu) shows higher resistance to adsorption stress compared to DUT-49.,"['DUT-49 during adsorption of nitrogen at 77 K. ', 'However, since DUT-140(Cu) shows higher resistance to the adsorption stress, the particle size dependency could be transferred to the adsorption of methane at 111 K.', 'DUT-140(Cu) crystallizes in cubic space group Fm 3 m (No 225) with lattice parameter a = 46.14 Å and is isostructural to DUT-49.', 'Such a finding can beanalysis of the crystal size distribution (supplementary information, chapter 3.3.5) shows a distinct number of crystallites smaller than 1 µm, which was defined as a critical particle size for structural transition in DUT-49 during adsorption of nitrogen at 77 K. However, since DUT-140(Cu) shows higher resistance to the adsorption stress, the particle size dependency could be transferred to the adsorption of methane at 111 K. The second step in the adsorption branch is characterized by the structural reopening.']",0.28125,dut-140(cu
Why does the performance of the B97-3c method slightly outperform B3LYP-D3/def2-TZVP?,"Why does the performance of the method that is sensitive to the choice of τ and ν scal and depends on the technical settings of the DFT calculations, such as the choice of the grid or SCF convergence thresholds, slightly outperform B3LYP-D3/def2-TZVP?","The performance of the B97-3c method slightly outperforms B3LYP-D3/def2-TZVP mainly because it is sensitive to the choice of τ and ν scal and depends on the technical settings of the DFT calculations, such as the choice of the grid or SCF convergence thresholds.","['Although the (computationally cheaper) B97-3c method performs slightly better than B3LYP-D3/def2-TZVP, this is sensitive to the choice of τ and ν scal and furthermore depends on the technical settings of the DFT calculations, like the choice of the grid or SCF convergence thresholds.', 'For both B97-3c and B3LYP, deviations between the calculated S msRRHO (or S RRHO values, data not shown) and the experimental value increase with the size and flexibility of the molecule.', 'In Fig. , virtually all data points are within an error range of1 cal mol -1 K -1 .The choice of the theoretical level used for the msRRHO calculations seems to be less important as both B97-3c and B3LYP perform well.']",0.28125,B97
"Which is greater in the ETS structure, the distance d3 or the distance dOn-C1'?","Which is greater in the structure of the transition state in the evolution from the ER complex to the EP complex with a QM/MM energy barrier ∆G ‡ of 7.2 kcal mol -1, the distance d3 or the distance dOn-C1'?", The average distance decreases from 990 km to 510 km in the centralized scenario,"[""Indeed, in the ETS structure, the release of the leaving group (+1 sugar) has started (d3 = 2.15 Å) before the glycosil-Asp196 bond has been formed (dOn-C1' = 2.37 Å)."", 'The ER complex evolves to the EP complex via a transition state (ETS) with an QM/MM energy barrier ∆G ‡ of 7.2 kcal mol -1 .', '(Fig. <refIn Figure , we show the structures of ER, ETS and EP obtained via NEB.']",0.28125,ETS
"To date, how many MOFs have been synthesized?","To date, how many MOFs have been created with a large surface area, adjustable characteristics, stability, and effective thermal stability, and evaluated by Thermogravimetric analysis (TGA)?","Nearly 100,000 MOFs","['To date, nearly 100,000 MOFs have been synthesized and over 500,000 structures have been predicted, all of which contain ML bonds.', 'Due to its large surface area, adjustable characteristics, stability, effectiveThermal stabilityThe thermal stability of the synthesized materials was evaluated by Thermogravimetric analysis (TGA).', 'Finally, all the synthesized materials were activated overnight at 110 °C under a vacuum pressure of 0.05 mbar.']",0.28,synthesize
At what temperature were the spectra acquired using the Raman confocal microscope?,"At what temperature were the measurements of the offset for clarity, associated with CHO cells on fibronectin-functionalized PA gel, affected by autofluorescence and PA gel peaks, processed using an automated background subtraction algorithm, acquired using the Raman confocal microscope?",37 degrees Celsius,"['Spectra were acquired with a Raman confocal microscope (Horiba LabRam HR 3D confocal Raman imaging system) at 37 °C using an Olympus 60x, NA 1.0, water-dipping objective with a working distance of 2 mm that was immersed directly into the cell media.', 'All spectra in each panel were offset for clarity. (a) Individual spectra of CHO cells on a soft or stiff fibronectin-functionalized PA gel attached to either a custom substrate or a Thorlabs substrate.', 'To minimize the large sloping baseline due to autofluorescence and peaks associated with the PA gel in the spectra from LT-HSCs and ST-HSCs, we employed an automated background subtraction algorithm developed by Beier et al .']",0.277777778,spectrum
Why do non-equilibrium growth methods enable higher Gd incorporation into AlN?,Why do non-equilibrium growth methods enable higher incorporation of a substance that does not decompose to metallic form or rocksalt form and shows no significant change in unit cell volume across a wide temperature range into AlN?,"Non-equilibrium growth methods enable higher Gd incorporation into AlN because they can access higher effective temperatures, which are necessary for achieving higher concentrations of Gd in the alloy.","['Higher (effective) temperatures that can be accessed with non-equilibrium growth methods will enable higher Gd incorporation.', 'No decomposition, for example to metallic Gd or rocksalt GdN, was observed via laboratory XRD as a result of sequential 3 minute anneals every 100 K from 600 K up to 1273 K. There is no significant change in the unit cell volume across the temperature range, as shown in Figure (c), so we attribute small shifts in the (0 0 2) peak position to strain effects from mismatch in the coefficients of thermal expansion between Al 1-x Gd x N and the Si substrate.', 'The wavefunctions were expanded as plane waves and the following projector-augmented wave (PAW) potentials were used to describe the core electrons for Al 1-x Gd x N and related alloys: Al 04Jan2001, N_s 07Sep2000, Gd 23Dec2003, Gd_3 06Sep2000, Tb_3 06Sep2000, and Pr_3 07Sep2000.']",0.277777778,gd
"Which bacteria showed a higher fold-resistance against its respective antibiotic, S. aureus or E. coli?","Which bacteria showed a higher fold-resistance against its respective antibiotic, S. aureus or a bacterium cultured to the stationary phase, diluted with MH medium to a concentration of 2×10^5 CFU/mL for use, incubated on agar plates at 37 °C or 30 °C for 18 hours, and used in drug resistance tests?",S. aureus showed a higher fold-resistance against its respective antibiotic compared to E. coli.,"['S. aureus and E. coli developed resistance toward antibiotics quickly, displaying 824-fold resistance against norfloxacin for S. aureus and 64-fold resistance against ampicillin for E. coli.', 'E. coli, respectively (Fig 3d, Fig S14-15).', 'Finally, the agar plates were incubated at 37 °C or 30 °C for 18 hours, and the percentage of survival colonies at different time points can be calculated after counting CFU.Drug resistance test: S. aureus, and E. coli cultured to the stationary phase were diluted with MH medium to a concentration of 2×10 5 CFU/mL for use.']",0.276595745,e. coli
"Which has a higher photon energy, azupyrene or pyrene?","Which has a higher photon energy, a substance that exhibits a more localized charge distribution with negative charge surplus at the apices of the 7-membered rings and positive charge at the central C2-unit, or pyrene?",Pyrene has a higher photon energy than azupyrene.,"['In the UV/Vis spectrum, an absorption peak for azupyrene is at a photon energy of 2.6 eV, in the blue part of the visible range. ', 'Pyrene has its lowest energy peak at a much higher photon energy of 3.7 eV, well outside the visible range.', 'The topology of azupyrene also leads to a more localized charge distribution, visible in the experimental XPS and NMR shifts as well as in the DFT-calculated partial charges, all showing a negative charge surplus at the apices of the 7-membered rings and positive charge at the central C2-unit.', 'Those differences in electronic structure are reflected in the absorption and fluorescence behavior, a lower electron-hole binding energy, and a lower barrier to electron-hole separation for azupyrene.']",0.275862069,azupyrene
In what space group does DUT-140(Cu) crystallize?,"In what space group does a substance that exhibits a strong absorption in the UV/Vis spectra range of 15,000 cm^-1 to 27,500 cm^-1 crystallize?",cubic space group Fm 3 m (No 225),"['DUT-140(Cu) crystallizes in cubic space group Fm 3 m (No 225) with lattice parameter a = 46.14 Å and is isostructural to DUT-49.', 'Nevertheless, the UV/Vis spectra of the DUT-140(Cu) in the op and cp phases were recorded and compared with simulated UV/Vis spectra of the straight and bent ligand (Figure ).', 'DUT-140(Cu) shows a strong absorption in the range of 15,000 cm -1 to 27,500 cm -1 .']",0.272727273,dut-140(cu
Which intercalation is non-magnetic throughout all configurations?,Which process involving the insertion of atoms or molecules into the layered structure of two-dimensional covalent organic frameworks is non-magnetic throughout all configurations?,Cu intercalation,"['Cu intercalation is non-magnetic throughout all configurations.', 'Assuming second order kinetics for this reaction, rate of change of this quantity at given temperature, in region of initial progress of the reaction, is approximately equal to the forward rate constant (k f ) at that temperature (equation 2).Exquisite Control of Electronic and Spintronic Properties on Highly Porous Covalent Organic Frameworks (COFs): Transition Metal Intercalation in Bilayers Two-dimensional covalent organic frameworks (2D COFs) are crystalline organic porous materials that are stacked in a layered fashion.', 'Finally, for Ti intercalation, the only atoms that show open-shell configurations are those intercalated at the centroid of boroxine rings.']",0.272727273,intercalation
