,Question,Updated_question,Answer,Context,Similarity,Keyword,ID
451,Why did the researchers replace part of the positively charged lysine residue with the hydrophilic serine residue in the peptide polymers?,Why did the researchers replace part of the positively charged lysine residue with the hydrophilic serine residue in the substance that was exposed to zebrafish in 2 L exposure solution at different concentrations and modified at the C-terminus with tert-butyl benzylamine?,C-H stretching vibration of pyridine in the gas phase shifted from 1465 cm -1 to 1496 cm -1 after absorption.,"['Therefore, we replace part of the positively charged lysine residue with the hydrophilic serine residue to reduce the cytotoxicity of resulting peptide polymers and the acute toxicity to zebrafish, while having the minimal impact on antibacterial activity.', 'At the beginning of the experiment, the zebrafish were randomly exposed to 2 L exposure solution contained peptide polymers at the different concentration.', 'By modifying the C-terminus of peptide polymers with tert-butyl benzylamine and analyzing with nuclear magnetic resonance (NMR), we further determined the DP (similar to the result from GPC analysis) and the ratio of lysine to serine in the final peptide polymers (Fig 2b, 2d and Fig S3-7). .']",0.428571429,peptide polymer,452
136,Why do transportation costs contribute more than 30% of the total fertilizer cost in certain regions?,Why do transportation costs contribute more than 30% of the total cost of a substance used in agriculture that competes with current ammonia and ammonia-derived supply chains in certain regions?,"Transportation costs contribute more than 30% of the total fertilizer cost in certain regions because approximately 175 million metric tons of ammonia are produced yearly in fewer than 100 locations around the world, resulting in transportation distances of thousands of kilometers in some instances.","['However, approximately 175 million metric tons of ammonia are produced yearly in fewer than 100 locations around the world. ', 'This results in transportation distances of thousands of kilometers in some instances. ', 'A consequence of centralized fertilizer manufacturing is that transportation costs can contribute more than 30% of the total fertilizer cost in certain regions.', 'Photocatalysis by definition is a heterogeneous type of catalysis, requiring photons with adequate energy (see Figure ) to activate the solid semiconductor/catalyst and splitAmmoniaHydrogen is used to synthesize ammonia but, instead of the ammonia becoming the feedstock for a further chemical process (e.g., in the production of fertilizers), ammonia is shipped to a reconversion terminal where hydrogen is extracted from the ammonia and used in gaseous form.', 'Furthermore, ammonia has been reported as a particularly toxic compound for humans Another challenge is the potential competition with the current ammonia and ammonia-derived supply chains, e.g., fertilizers.']",0.517241379,fertilizer,137
551,Why does NO2 exposure cause a change in the luminescence intensity of lanthanide-based metal-organic frameworks?,Why does exposure to a gas that interacts with lanthanide-based metal-organic frameworks and has its binding location determined using DFT calculations and electrostatic potential energy maps cause a change in the luminescence intensity of these frameworks?,"The change in luminescence intensity upon NO2 exposure in lanthanide-based metal-organic frameworks is due to the energy transfer from the organic ligands to the lanthanide ions, which is strongly dependent on the presence of NO2. This interaction results in either an enhancement or a decrease in luminescence intensity, depending on whether the lanthanide ion is Eu or Tb.","['Energy transfer from the organic ligands to Ln is strongly dependent on the presence of NO2, resulting in an unprecedented photoluminescent sensing scheme. ', 'Thereby, NO2 exposition triggers either a reversible enhancement or a decrease of the luminescence intensity, depending on the lanthanide ion (Eu or Tb).', 'To understand the nature of the NO2 interactions with the Ln-MOF, DFT calculations , have been performed.', 'The electrostatic potential energy map of the bare MOF was computed for each configuration in order to find the NO2 binding location.']",0.4,NO2,552
6,Why was the R script designed to prioritize fibrillar nodes that belong to the interior of an amyloid fibril structure over fibrillar nodes on the ends?,Why was the R script designed to prioritize fibrillar nodes that belong to the interior of insoluble fibrous aggregates of proteins that form under a variety of physiological conditions over fibrillar nodes on the ends?,"The R script was designed to prioritize interior fibrillar nodes over those on the ends to reward parameters that produce longer fibrils. This approach, although it might lead to a slight undercounting of fibrillar nodes, was deemed fit-for-purpose given the success of the genetic algorithm in optimizing for models of high fibril fraction.","['The R script used to calculate fibril fraction for the present work (fibril_assay.R -to be made available on GitHub upon peer reviewed publication) was constructed with the goal of rewarding parameters that produce longer fibrils, thus fibrillar nodes that belong to the interior of a an amyloid fibril structure are prioritized over fibrillar nodes on the ends. ', 'Although this stringent metric can lead to a slight undercounting of fibrillar nodes (e.g. the .25 fibril fraction in Figure ), the strategy was deemed fit-for-purpose given the success of the genetic algorithm in optimizing for models of high fibril fraction.', 'Outer membrane permeability studies: E. coli and V. anguillarum cultured to the exponential period were washed three times with HEPES buffer (5 mM, pH=7.4, containing 5 mM glucose) and diluted to 10 7 CFU/mL.Then the bacteria suspension were incubated with the membrane potential-sensitive fluorescent dye 1-N-Phenylnaphthylamine (10 μM), andAmyloid fibril formation and its role in diseaseAmyloid fibrils are insoluble fibrous aggregates of proteins that form under a variety of physiological conditions, and fall into three categories: pathological amyloids, artificial amyloids, and functional amyloids .', 'Although experimental techniques like NMR and x-ray crystallography are commonly combined with atomistic molecular simulations for structural elucidation of amyloid fibril structures, such methods are best suited to resolving fully equilibrated structures, not the transient intermediate structures that serve as precursors to mature amyloid fibrils.']",0.548387097,amyloid,7
332,"Which modified Au electrode, N3C16SH-C12SH or N3C16SH-C16SH, has a higher rate constant k0?","Which modified Au electrode, a substance with a kapp value of 53.5 s^-1 that decreases to 32 s^-1 upon deuteration or N3C16SH-C16SH, has a higher rate constant k0?",The N3C16SH-C12SH modified Au electrode has a higher rate constant k0 compared to the N3C16SH-C16SH modified Au electrode.,"['The value of k0 estimated to be 17.62 s-1 and 2.30 s-1, for N3C16SH-C12SH and N3C16SH-C16SH modified Au electrodes, respectively.', 'The research shows that while performing regression tasks, the quantum atom pairs provide better fitting to the data than their precursors.to be 53.5 s -1 for N3C16SH-C12SH SAM which upon deuteration decreases to 32 s -1 . (Fig. & 2B) In case of N3C16SH-C16SH SAM, a kapp value of 7.5 s -1 is determined from the slope but surprisingly upon deuteration the apparent ET rate, kapp increases to 19.5 s -1 . (Fig. & 2D) These values of kapp for protonated variants are in close agreement with the previous reports on the systems.', '(Fig.3B and D) With the intercept and the \uf061\uf02c the value of k 0 estimated to be 17.62 s -1 and 2.30 s -1 , for N3C16SH-C12SH and N3C16SH-C16SH modified Au electrodes, respectively.']",0.461538462,N3C16SH-C12SH,333
73,What is the step after the substrates are carefully rinsed by dipping in fresh ethanol in the process of MOF film growth?,What is the step after the substrates are carefully rinsed by dipping in fresh ethanol in the process of growing a film of a substance with oxygen-rich coordination sites and 8 different configurations of NH2 groups?,The substrates are transferred into another container with a 0.1 mM solution of HHTP ligand in ethanol.,"['MOF film growth: ', 'A 1 mM solution of copper acetate was first pulled over treated substrates and allowed adhere onto the surface for 10 mins. ', 'The substrates were then carefully rinsed by dipping in fresh ethanol before being transferred into another container with a 0.1 mM solution of HHTP ligand in ethanol. ', 'The ligand exchange on the substrate surface was then allowed to proceed for 20 minutes without disturbance at ambient. ', 'After rinsing off unreacted ligands with fresh ethanol, the dipping steps were repeated to desired film thickness.', 'In addition, the oxygen-rich coordination sites render the Cu-HHTP MOF film predominantly hydrophilic, making it an ideal candidate towards analytes with hydrophilic ends.', 'A total of 8 different configurations of the NH2 groups within the MOF were considered for 1 and 2 in order to account for the fractional occupation of the amino site reported experimentally (Fig. ).']",0.53125,MOF,74
486,"Which molecule, azupyrene or pyrene, has a higher first electron removal energy?","Which molecule, a substance that displays an intense yellow color in solutions and exhibits no substantial fluorescence or pyrene, has a higher first electron removal energy?",Pyrene has a higher first electron removal energy than azupyrene.,"['Experimentally, the first electron removal energy, which we can associate with the highest occupied state of azupyrene, is situated at a binding energy of 2.10 eV, which is by 0.35 eV higher in energy for pyrene (2.45 eV).', 'Indeed, no substantial fluorescence could be detected for azupyrene (see Figure of the SI).', 'This is apparent in the intense yellow color displayed by solutions of azupyrene, whereas solutions of pyrene are colorless (See insets in Figure ).']",0.423076923,azupyrene,487
470,What are the advantages and disadvantages of using RamanSPy for Raman spectroscopic research?,"What are the advantages and disadvantages of using a framework that includes methods for spectral preprocessing and morphological analysis, specifically designed for use with Raman spectroscopy data, for Raman spectroscopic research?","Advantages include being a non-destructive and label-free chemical analysis technique, providing a comprehensive library of ready-to-use tools for spectroscopic analysis, being modular and open source, not tied to a particular technology or data format, and can be readily interfaced with the burgeoning ecosystem for data science, statistical analysis, and machine learning in Python. Disadvantages include the lack of software, methodological and data standardisation, and the ensuing fragmentation and lack of reproducibility of analysis workflows.","['Raman spectroscopy is a non-destructive and label-free chemical analysis technique, which plays a key role in the analysis and discovery cycle of various branches of science. ', 'Nonetheless, progress in Raman spectroscopic analysis is still impeded by the lack of software, methodological and data standardisation, and the ensuing fragmentation and lack of reproducibility of analysis workflows thereof. ', 'RamanSPy provides a comprehensive library of ready-to-use tools for spectroscopic analysis, which streamlines day-to-day tasks, integrative analyses, as well as novel research and algorithmic development. ', 'RamanSPy is modular and open source, not tied to a particular technology or data format, and can be readily interfaced with the burgeoning ecosystem for data science, statistical analysis and machine learning in Python.', '22Fig.2Morphological analysis of a THP-1 cell via spectral unmixing with RamanSPy .', 'As the methods inherit all operational logic defined within the parent Pre-processingStep class, they can be directly accessed and used on any data loaded in the framework through their apply() method: A full list of the methods for spectral preprocessing built into RamanSPy is available as part of thethe valence electronic structure in applicationrelated polycrystalline thin films of pyrene and azupyrene.']",0.428571429,ramanspy,471
145,What is the predicted triplet yield at 10 µs if the upper limit of the ISC rate constant is used?,What is the predicted triplet yield at 10 µs if the upper limit of the rate constant for the process where an excited electron transitions between electronic states with different spin multiplicities is used?,The predicted triplet yield is less than 4.3% at 10 µs.,"['If we instead use the upper limit of the ISC rate constant found here, a triplet yield of less than 4.3% at 10 µs is predicted, which is more consistent with their experimental observations.', 'Considering the uncertainty in the ISC rate constant, the range of bimolecular SF rate constants becomes 1.9×10 9 M -1 s -1 (lower bound of T 1 concentration, upper bound of ISC) to 3.3×10 9 M -1 s -1 (upper bound of T 1 concentration, no ISC), or (2.6 ± 0.7) × 10 9 M -1 s -1 .', 'Given the solubility of TIPS-Pn in toluene is similar to chloroform, weD. ISC in the literatureWith an upper bound of the ISC rate constant of TIPS-Pn and the bimolecular SF rate constant in solution, we can compare our findings to other observations of ISC and SF in the literature. (4) and ( ) with bimolecular SF rate constants that have been adjusted for the presence of ISC (fit).used.']",0.516129032,ISC,146
324,What is the degree of the inward bend of the OCS monomer in the r SE e structure?,"What is the degree of the inward bend of the monomer of a linear molecule that forms complexes with He, Ne, Ar, Kr, Xe, and Hg in the r SE e structure?",0.2 degrees,"['The OCS monomer in the r SE e structure is only slightly distorted from the equilibrium values, with a 0.2 • inward bend.', 'The O=C••Xe angle is also essentially the same when a linear OCS is assumed in the r (2) m structure.', 'The experiments are supported by a wide array of highly accurate calculations, expanding the analysis to the complexes of He, Ne, Ar, Kr, Xe, and Hg with OCS.']",0.464285714,OCS,325
568,Does cnkTYR also exhibit a monomeric structure similar to megaTYR?,Does the protein from Candidatus Nitrosopumilus koreensis with no discernable pattern of substrate specificity also exhibit a monomeric structure similar to megaTYR?,"Yes, cnkTYR is monomeric and shows a much more open active site.","['megaTYR and cnkTYR are monomeric, and show a much more open active site.', 'One additional observation of this study was that cnkTyr samples showed no discernable pattern of substrate specificity.', 'PDBID:6EI4 C) Protein structure for cnkTYR from Candidatus Nitrosopumilus koreensis with acidic residues in red and basic residues in blue.']",0.391304348,cnktyr,569
132,What is the step after reading the initial geometry in the process of using Sella for optimization?,What is the step after reading the initial geometry in the process of using the optimization algorithm with several user-tunable hyperparameters that may be passed to the class for optimization?,An ASE calculator for NWChem is attached to the resulting ASE Atoms object using all default settings.,"[""An initial geometry contained in input_structure.xyz is read using ASE's IO routines. "", 'An ASE calculator for NWChem is attached to the resulting ASE Atoms object using all default settings, which will perform a calculation at the HF/3-21G level of theory. ', 'A Sella optimizer object is then created for the ASE Atoms object, with optimization in internal coordinates requested explicitly. ', 'Finally, the optimization to a saddle point is run with a convergence criteria of a maximum atomic force of 0.01 eV Å -1.', 'Based on the result in figure , NWChem, Q-Chem, and Psi4 all show comparable performance to Sella when the Hessian is fully diagonalized.', 'Finally, the optimization to a saddle point is run with a convergence criteria of a maximum atomic force of 0.01 eV Å -1 .The optimization algorithm implemented in Sella has several user-tunable hyperparameters that may be passed to the Sella class.']",0.518518519,sella,133
319,Why does the fluorescence of JUC-557-nanosheet with Fe 3+ decrease significantly upon the addition of I-?,Why does the fluorescence of a substance that displays a graphene-like morphology and emits a green color on the CIE chromaticity diagram with Fe 3+ decrease significantly upon the addition of I-?,"The significant decrease in fluorescence of JUC-557-nanosheet with Fe 3+ upon the addition of I- can be attributed to the oxidation of I- to I2 by Fe 3+ ions. This reaction consumes some of the Fe 3+ ions, leading to a more pronounced fluorescence decline as the nanosheet with Fe 3+ becomes more sensitive to the generated I2.","['Interestingly, different from the detection of F -, the addition of I -resulted in an even more fluorescence decrease of JUC-557-nanosheet with Fe 3+ (as low as 6%) since I -can be oxidized to I 2 by Fe 3+ ions. ', 'Although partial Fe 3+ ions were consumed during the formation of I 2 , the decline of fluorescence of JUC-557-nanosheet with Fe 3+ was obvious, which may be because the nanosheet with Fe 3+ was more sensitive to the generated I 2 .', ""The observed emission colors were distinguishable on the Commission Internationale de L'Eclairage (CIE) chromaticity diagram, yellow for JUC-557 and green for JUC-557-nanosheet (Fig. )."", 'As we expected, JUC-557-nanosheet displayed a graphene-like morphology (Fig. and Supplementary Figs. ).']",0.464285714,juc-557-nanosheet,320
375,On a benchmark of how many structures does the program accurately reproduce the experimental metal-binding motifs?,"On a benchmark of how many structures does the program accurately reproduce the metal-binding motifs determined under conditions including a temperature of 25°C, a catalyst concentration of 300 mg/L, and a pH of 5.2?",53 structures,"['The program accurately reproduces the experimental metal-binding motifs on a benchmark of 53 structures.', 'On average a difference between calculated and experimental positions of the metal is about 0.56 ± 0.19 Å. Importantly, such quality is not influenced by the presence of donors coordinated to the metal provided by exogenous compounds (e.g. phosphate or water molecules).', 'Effect of the Initial Dye ConcentrationThe present study investigated the efficacy of photocatalytic dye removal at three distinct initial concentrations, namely 10, 15, and 20 mg/L. The experimental parameters utilized were as follows: At a temperature of 25°C, with a catalyst concentration of 300 mg/L, the pH was measured to be 5.2.']",0.448275862,experimental,376
693,What level of resistance against norfloxacin did S. aureus develop?,What level of resistance against norfloxacin did the bacteria cultured to the exponential period and diluted with MH medium to a concentration of 2×10^7 CFU/mL develop?,824-fold resistance,"['S. aureus and E. coli developed resistance toward antibiotics quickly, displaying 824-fold resistance against norfloxacin for S. aureus and 64-fold resistance against ampicillin for E. coli.', 'The components of the final degradation products were determined by ESI-MS.Scanning electron microscopy (SEM) imaging: S. aureus, E. coli and V. anguillarum cultured to the exponential period were diluted with MH medium to a concentration of 2×10 7 CFU/mL. Then the bacteria suspension was mixed with an equal volume of K18S4 solution, and the final polymer concentration was 5×MIC.', 'Moreover, cross-resistance was observed on the norfloxacin-treated 264th generation S. aureus against gentamycin and thiamphenicol, and on the ampicillin-treated 504th generation E. coli against penicillin and kanamycin (Fig 3e), which reflects the serious problem of cross-resistance among antibiotics used in aquaculture.']",0.32,s. aureus,694
41,How do the flow cytometry counts of LT-HSCs compare to those of ST-HSCs in the first week?,How do the flow cytometry counts of weakly adherent cells that settle on but do not attach to the gel surface compare to those of ST-HSCs in the first week?,The flow cytometry counts of LT-HSCs are higher than those of ST-HSCs in the first week.,"['The flow cytometry counts after isolation of LT-HSCs were 100,782 for week 1 and 50,842 for week 2 and those of ST-HSCs were 7,070 for week 1 and 6,006 for week 2.', 'Unlike cells from the CHO cell lines, the LT-HSCs and ST-HSCs are weakly adherent, and settle on, but do not attach to the gel surface.', 'To minimize the large sloping baseline due to autofluorescence and peaks associated with the PA gel in the spectra from LT-HSCs and ST-HSCs, we employed an automated background subtraction algorithm developed by Beier et al .']",0.538461538,lt-hscs,42
108,What kind of irradiation was the reaction mixture stirred under for 24 hours?,What kind of process involving blue LED light and conducted at room temperature was the reaction mixture stirred under for 24 hours?,40w blue LED irradiation,"['The reaction mixture was stirred under 40w blue LED irradiation for 24 h allowing temperature to rise to 50 °C due to the proximity to the light.', 'Inspired by these studies, we reacted reagent I and aldehyde 3a in MeCN in the presence of 5 mol% of organophotocatalyst PC1 and 5 mol% of sodium benzoate (PhCOONa) at room temperature under blue LED irradiation.', 'We conducted the reaction between styrene 1a and reagent I in MeCN at room temperature under blue LED irradiation using cyanoarene 12 derivatives as organophotocatalyst instead of using the iridium-based photocatalyst employed by the Hopkinson and Glorius groups.']",0.52173913,irradiation,109
290,Why are MLKL and pMLKL proteins acylated exclusively during necroptosis?,Why are proteins that undergo acylation downstream of phosphorylation and oligomerization acylated exclusively during necroptosis?,"'Various tertiary sulfinamides with cyclic and acyclic aliphatic N-substituents underwent the crossover reaction with high yields, resulting in an almost equimolar mixture of products as determined by HPLC (Fig. )","['We detected both MLKL and pMLKL in necroptotic cells but not in control cells suggesting that both MLKL and pMLKL can be fatty acylated during necroptosis and that their acylation is not appreciable in the absence of necroptotic activity.', 'Acylation of MLKL and pMLKL occur downstream of phosphorylation and oligomerization and appear to be S-linked.', 'Based on these observations, it is clear that vesicular trafficking is key for maintenance of pMLKL and MLKL at the plasma membrane.']",0.470588235,MLKL,291
56,How does the level of variation in Lennard-Jones parameters for ubiquitin compare between QUBE and OPLS?,How does the level of variation in Lennard-Jones parameters for ubiquitin compare between a small molecule and protein force field designed for studying intermolecular interactions in the condensed phase and OPLS?,The QUBE Lennard-Jones parameters show a far greater level of variation than OPLS.,"['As has previously been observed, the QUBE Lennard-Jones parameters show a far greater level of variation than OPLS (and most other force fields).', 'Therefore, although simulated protein backbone dynamics is an important test, we envisage the QUBE small molecule and protein force field being particularly important for the study of intermolecular interactions in the condensed phase.', 'Since the non-bonded parametrization strategy employed in QUBE is very different to that used in the standard biomolecular force fields (e.g. AMBER, OPLS, CHARMM), there is no reason to believe that they are compatible.']",0.535714286,QUBE,57
420,Why do the triazolate vibrational modes in the SCO MOF display an inversion in vibrational redshift at the SCO transition temperature?,Why do the triazolate vibrational modes in the material that involves ML bonds transitioning from short and strong low-spin states to long and weak high-spin bonds display an inversion in vibrational redshift at the transition temperature?,"apply a 90° 'filter' pulse along ii. +𝑥 or iii. +𝑦, which we will denote 1, X, and Y, respectively","['As evidenced by VT-DRIFTS, the triazolate vibrational modes displayed temperature dependence. ', 'Interestingly, an inversion in the vibrational redshift was observed at the SCO transition temperature (Fig. ). ', 'This phenomenon is analogous to the behaviour observed for the soft phonon modes associated with phase transitions in SrTiO3 (Fig ).', 'To further establish the presence of dynamic bonding in metal-triazolate MOFs, but to eliminate the effects of SCO, the isostructural Mn, Co, Cu, and Zn triazolates were studied.', 'For example, in the case of SCO, where ML bonds transition from short and strong low-spin states to long and weak high-spin bonds, the ""tight""-""loose"" equilibrium is well suited to shuttle the material from one phase to the other.']",0.4375,SCO,421
526,When was fluorescence mentioned for the first time in connection with MOFs?,When was fluorescence mentioned for the first time in connection with a class of materials known for their reproducible spectral changes when guest molecules are removed by vacuum?,In 2002,"['In 2002, fluorescence was mentioned for the first time in connection with MOFs.', 'Given that the guest molecules could be removed by vacuum, these reproducible spectral changes hold promise for the use of MOFs in sensing technologies through rapid spectroscopic screening.', 'Beyond phase change behaviour, dynamic ML bonding in MOFs helps to explain otherwise difficult to understand phenomena.']",0.407407407,mofs,527
425,Why is preparative SFC considered superior to preparative HPLC?,Why is preparative chromatography that provides better resolution at lower temperatures considered superior to preparative HPLC?,"Preparative SFC is considered superior to preparative HPLC because it has a much lower percentage of organic solvent in the collected fractions, which results in faster dry-down times, making the overall process quicker and more economical.","['Preparative SFC is superior to preparative HPLC because the percentage of organic solvent in the collected fractions is much lower than those of preparative LC, which results in a faster dry-down time, making the overall process much quicker and more economical.', 'However, it can be generally recommended that the separation of most of the components of the molecular glass compounds using SFC appeared to provide better Rs at the lower temperature studied.phases and the OLED compounds under study would provide optimal selectivity and resolution.', 'Effect of temperature on the separation of the OLED compoundTemperature is another parameter that can influence the density of the SFC mobile phase, which impacts the solubility of the compounds under study.']",0.4375,SFC,426
549,How does the fluorescence quenching percentage of JUC-557-nanosheet at pH 1 compare to its quenching percentage at pH 14?,How does the fluorescence quenching percentage of a nanosheet that exhibits a narrow absorption band due to uniform dispersion in solution and has an increased calculated E_g of 2.53 eV compare at pH 1 to its quenching percentage at pH 14?,The fluorescence quenching percentage at pH 1 is slightly higher than at pH 14.,"['As shown in Supplementary Figs. 97-100, the fluorescence quenching percentages (100% in pH =1 and 98% in pH =14, respectively) and K a values (9.18 × 10 6 M - 1 at pH = 1 and 5.22 × 10 6 M -1 at pH = 14, respectively) were almost unchanged in such harsh chemical environment.', 'As shown in Supplementary Figs. and, the narrow absorption band of JUC-557-nanosheet could be attributed to its uniform dispersion in solution, and the calculated E g was increased to 2.53 eV compared with the bulk COF (2.42 eV).Fluorescence characteristics of JUC-557-nanosheetAs expected, the fluorescent emission of JUC-557-nanosheet (λ em = 514 nm) exhibited a blue-shift of approximately 50 nm compared to that of bulk JUC-557 (λ em = 564 nm, Fig. ).', 'Like the detection of Fe 3+ , the synergistic mechanism of static quenching and energy transfer quenching renders an outstanding fluorescence sensing of JUC-557-nanosheet for I 2 .Also, we proved the unique iodine recognition ability of the nanosheet in the seawater (from the Bohai Sea, China).']",0.4,juc-557-nanosheet,550
579,How does the decay time of the faradaic current for the N3C16SH-C12SH SAM compare to that of the N3C16SH-C16SH SAM?,How does the decay time of the faradaic current for the N3C16SH-C12SH SAM compare to that of a substance that exhibits an inverse kinetic isotope effect and is used in modified Au electrodes with a calculated α value of 0.50?,The decay time for the N3C16SH-C12SH SAM is shorter than that for the N3C16SH-C16SH SAM.,"['These two SAMs reveal the same time scale of charging current decay as the N3C11SH-C8SH SAM but their faradaic current decays completely at 250 ms and 500 ms for N3C16SH-C12SH and N3C16SH-C16SH respectively.', 'Observation of normal KIE in N3C11SH-C8SH and inverse KIE in N3C16SH-C16SH necessarily entails the geometry of the interface to bethe best method for any specific application, which is manifested in only a few research groups taking advantage of any MQCD methodology, typically only the developers themselves.', 'Using the slope of the Ep vs. ln (\uf06e) plot, the value of \uf061 has been calculated as 0.49 and 0.50 for N3C16SH-C12SH and N3C16SH-C16SH modified Au electrodes (Fig.3A and C), respectively.']",0.388888889,N3C16SH-C16SH,580
24,How does the photocurrent density at 8 minutes compare to the photocurrent density at 30 minutes during the chronoamperometry?,How does the photocurrent density at 8 minutes compare to the photocurrent density at 30 minutes during the technique used to probe the change of nanoscale morphology in films?,The behavior is deducted from the analytical equations of motion and the direct propagation of the surprisal in a basis of vibrational states using Eq. 19.,"['In the first 8 minutes of chronoamperometry, the photocurrent density rapidly decreases by almost one order of magnitude from around -0.20 mA/cm2 to just -0.03 mA/cm2. ', 'After 30 minutes, the photocurrent density reaches a plateau at -0.015 mA/cm2.', 'f Evolution of the GISAXS intensity at 𝑞 !"",()* and the power law exponent during the CA.In addition to the quantification of the crystalline composition of the film via PDF analysis, we probe the change of nanoscale morphology during chronoamperometry by GISAXS.Figure shows the in-plane GISAXS intensity measured between 0 to 40 minutes of CA.', ""The electrode treated with the chronoamperometry additionally displays intense Bragg's reflections characteristic of metallic Bi (space group R-3m) as well as traces of metallic Cu phase (space group Fm-3m), both as a result of cathodic photocorrosion.""]",0.545454545,chronoamperometry,25
545,Why is it challenging to spatiotemporally regulate PINK1 recruitment to the MOM?,Why is it challenging to spatiotemporally regulate the recruitment of a protein involved in the relationship between its anchoring time and Parkin accumulation on the MOM?,"It is challenging to spatiotemporally regulate PINK1 recruitment to the MOM because PINK1 accumulation acts as a regulatory switch in the early events of the PINK1/Parkin-mediated mitophagy pathway, and understanding the bidirectional control of PINK1 (both its recruitment to and diffusion from the MOM) is crucial for a better understanding of the mitophagy mechanism.","['it is challenging to spatiotemporally regulate PINK1 recruitment to the MOM. ', 'Since PINK1 accumulation is a regulatory switch in the early events of the PINK1/Parkin-mediated mitophagy pathway, the bidirectional control (recruitment to and diffusion from the MOM) of PINK1 can provide a better understanding of the mitophagy mechanism.', 'This advantage enabled investigation of the relationship between the anchoring time of PINK1 and Parkin accumulation on the MOM.', 'To achieve optical regulation of mitophagy, we fused eDHFR to the cytosolic domain of PINK1 (PINK1Δ1-110, termed cytPINK1) so that cytPINK1 could be recruited to the MOM upon violet light illumination (Fig. ).']",0.4,PINK1,546
211,How does the ET rate of the protonated SAM compare to the ET rate of the deuterated SAM?,How does the rate constant for electron transfer compare between the protonated SAM and the deuterated SAM?,The ET rate of the protonated SAM is higher than that of the deuterated SAM.,"['In the case of protonated variant, the ET rate from the SAM modified Au electrode is determined to be 34 s-1 which reduces to 16.75 s-1 when the ET has been done across the deuterated SAM.', ' They have established that the ET rate constant remains virtually independent up to 9 methylene unit containing linkers and then falls off exponentially with a decay coefficient for electron tunnelling, ß =1.03 ±0.02 per methylene unit for longer alkyl thiol spacer and this value of ß is very close to the value estimated from cyclic voltammetry, indirect laser induced temperature jump method, electrochemical impedance measurement and potential modulated electro reflectance techniques for redox active moiety attached to thiol SAM on Au.', 'In general ET across Au-SAM can be viewed as non-adiabatic with a sharp decrease in electron tunnelling probability with increasing the length of the spacer between the electrode (donor) and the redox active moiety (acceptor) i.e., the chain length of the SAM.']",0.5,ET,212
296,"Why is the QUBE force field considered sufficiently accurate for simulating the conformational propensities of short, flexible peptides?","Why is the force field that is more accurate than OPLS-AA and OPLS-AA/L, despite potential issues with transferring torsional parameters from dipeptides to proteins, considered sufficiently accurate for simulating the conformational propensities of short, flexible peptides?","The QUBE force field is considered sufficiently accurate for simulating the conformational propensities of short, flexible peptides because the MD simulations demonstrated that its errors in simulated dynamics are comparable to those of the OPLS-AA/M force field, and it successfully populates the major conformations observed in protein structures.","['The MD simulations presented here have demonstrated that the QUBE force field, and the parameterization methods used to create it, are sufficiently accurate to recreate conformational propensities of short, flexible peptides. ', 'The errors in the simulated dynamics of these molecules are comparable to OPLS-AA/M, and the φ/ψ distributions demonstrate that the major conformations observed in protein structures are populated.', '1 The J coupling results suggest that whilst the transfer of torsional parameters from dipeptides to proteins may cause some issues, the QUBE force field remains more accurate than OPLS-AA and OPLS-AA/L. This is promising when we consider that OPLS has been in development for many years with multiple iterations and parameter adjustments performed.', 'A future QUBE polarizable force field is also envisaged and, towards this goal, the derivation of accurate atoms-in-molecule atomic polarizabilities is under investigation.']",0.470588235,QUBE,297
371,What was detected in water using the increase in the channel conductance?,What was detected in a medium that is an unstable environment for luminous MOFs using the increase in the channel conductance?,Traces amounts of PFAS,"['The resulting increase in the channel conductance was then used to detect traces amounts of PFAS in water.', 'In addition, luminous MOFs are usually unstable in water, strong acidic and alkaline environments.', 'This detection could be repeated ten times without reduced sensitivity, proving that the COF nanosheet has an excellent cycling stability (Fig. ).Experimental SectionMaterials: Copper acetate, phosphate-buffered saline (PBS 10x), pure ethyl alcohol, perfluorooctanoic acid (PFOA) and perfluorooctanesulfonic acid (PFOS) (40% in water) were purchased from Sigma Aldrich and used as received.']",0.45,water,372
424,Why does NO2 exposure cause a change in the luminescence intensity of lanthanide-based metal-organic frameworks?,Why does exposure to a substance that interacts within MOFs and has its binding location determined through electrostatic potential energy maps cause a change in the luminescence intensity of lanthanide-based metal-organic frameworks?,"The change in luminescence intensity upon NO2 exposure in lanthanide-based metal-organic frameworks is due to the energy transfer from the organic ligands to the lanthanide ions, which is strongly dependent on the presence of NO2. This interaction results in either an enhancement or a decrease in luminescence intensity, depending on whether the lanthanide ion is Eu or Tb.","['Energy transfer from the organic ligands to Ln is strongly dependent on the presence of NO2, resulting in an unprecedented photoluminescent sensing scheme. ', 'Thereby, NO2 exposition triggers either a reversible enhancement or a decrease of the luminescence intensity, depending on the lanthanide ion (Eu or Tb).', 'The electrostatic potential energy map of the bare MOF was computed for each configuration in order to find the NO2 binding location.', 'Our experimental studies combined with DFT and complete active space self-consistent field calculations, provide understanding of the nature and effects of NO2 interactions within the MOFs and the signal transduction mechanism.']",0.4375,NO2,425
